Gamma	Asphericity	Radius	Volume	Area	MorseEnergy	NormalityEn	CircularityEn	TotalOPSEnergy	RMSAngleDeficit
6783.84	0.0034238	2.2148	41.2726	60.622	-209.998	0.472143	0.215387	-209.311	0.423439
6690.67	0.00342294	2.21481	41.2731	60.622	-209.998	0.47871	0.21834	-209.301	0.423382
6598.78	0.00342206	2.21482	41.2737	60.622	-209.998	0.48537	0.221332	-209.291	0.423325
6508.15	0.00342117	2.21482	41.2742	60.622	-209.998	0.492121	0.224364	-209.281	0.423266
6418.77	0.00342027	2.21483	41.2748	60.6221	-209.998	0.498967	0.227437	-209.271	0.423207
6330.61	0.00341936	2.21484	41.2753	60.6221	-209.998	0.505908	0.230551	-209.261	0.423147
6243.66	0.00341843	2.21485	41.2759	60.6221	-209.998	0.512945	0.233707	-209.251	0.423086
6157.91	0.0034175	2.21485	41.2765	60.6221	-209.998	0.52008	0.236905	-209.241	0.423025
6073.34	0.00341654	2.21486	41.2771	60.6221	-209.998	0.527315	0.240147	-209.23	0.422962
5989.93	0.00341558	2.21487	41.2777	60.6221	-209.998	0.534649	0.243432	-209.219	0.422899
5907.66	0.0034146	2.21488	41.2783	60.6221	-209.997	0.542086	0.246761	-209.209	0.422835
5826.52	0.00341361	2.21489	41.2789	60.6221	-209.997	0.549626	0.250135	-209.198	0.422769
5746.5	0.0034126	2.21489	41.2795	60.6221	-209.997	0.55727	0.253554	-209.187	0.422703
5667.58	0.00341158	2.2149	41.2801	60.6221	-209.997	0.565021	0.257019	-209.175	0.422636
5589.74	0.00341055	2.21491	41.2807	60.6221	-209.997	0.57288	0.26053	-209.164	0.422568
5512.97	0.0034095	2.21492	41.2814	60.6222	-209.997	0.580847	0.264089	-209.152	0.422499
5437.25	0.00340844	2.21493	41.2821	60.6222	-209.997	0.588926	0.267694	-209.14	0.42243
5362.58	0.00340736	2.21494	41.2827	60.6222	-209.997	0.597117	0.271348	-209.128	0.422359
5288.93	0.00340627	2.21494	41.2834	60.6222	-209.997	0.60542	0.275051	-209.116	0.422287
5216.29	0.00340517	2.21495	41.2841	60.6222	-209.997	0.61384	0.278804	-209.104	0.422214
5144.65	0.00340404	2.21496	41.2848	60.6222	-209.997	0.622376	0.282607	-209.092	0.42214
5073.99	0.00340291	2.21497	41.2855	60.6222	-209.997	0.631032	0.286459	-209.079	0.422066
5004.3	0.00340175	2.21498	41.2862	60.6222	-209.996	0.639807	0.290363	-209.066	0.42199
4935.57	0.00340058	2.21499	41.2869	60.6222	-209.996	0.648704	0.29432	-209.053	0.421913
4867.79	0.0033994	2.215	41.2876	60.6223	-209.996	0.657726	0.298329	-209.04	0.421835
4800.93	0.0033982	2.21501	41.2884	60.6223	-209.996	0.666871	0.302392	-209.027	0.421756
4734.99	0.00339698	2.21502	41.2891	60.6223	-209.996	0.676143	0.306509	-209.013	0.421676
4669.96	0.00339574	2.21503	41.2899	60.6223	-209.996	0.685546	0.310679	-209	0.421594
4605.83	0.00339449	2.21504	41.2907	60.6223	-209.996	0.695079	0.314905	-208.986	0.421512
4542.57	0.00339322	2.21505	41.2915	60.6223	-209.996	0.704743	0.319188	-208.972	0.421428
4480.18	0.00339193	2.21506	41.2923	60.6223	-209.996	0.714542	0.323527	-208.958	0.421344
4418.65	0.00339063	2.21507	41.2931	60.6224	-209.995	0.724478	0.327923	-208.943	0.421258
4357.96	0.00338931	2.21508	41.2939	60.6224	-209.995	0.73455	0.332379	-208.928	0.42117
4298.11	0.00338797	2.21509	41.2947	60.6224	-209.995	0.744762	0.336893	-208.914	0.421082
4239.08	0.00338661	2.21511	41.2956	60.6224	-209.995	0.755116	0.341467	-208.899	0.420993
4180.86	0.00338523	2.21512	41.2964	60.6224	-209.995	0.765614	0.3461	-208.883	0.420902
4123.44	0.00338383	2.21513	41.2973	60.6224	-209.995	0.776258	0.350795	-208.868	0.42081
4066.81	0.00338241	2.21514	41.2982	60.6225	-209.995	0.78705	0.355552	-208.852	0.420716
4010.95	0.00338098	2.21515	41.2991	60.6225	-209.995	0.797991	0.360372	-208.836	0.420622
3955.86	0.00337952	2.21516	41.3	60.6225	-209.994	0.809085	0.365254	-208.82	0.420526
3901.53	0.00337805	2.21518	41.3009	60.6225	-209.994	0.820331	0.370202	-208.804	0.420429
3847.95	0.00337655	2.21519	41.3018	60.6225	-209.994	0.831736	0.375213	-208.787	0.42033
3795.1	0.00337503	2.2152	41.3028	60.6226	-209.994	0.843295	0.380293	-208.77	0.42023
3742.98	0.0033735	2.21521	41.3037	60.6226	-209.994	0.855017	0.385438	-208.753	0.420129
3691.57	0.00337194	2.21523	41.3047	60.6226	-209.994	0.866901	0.390649	-208.736	0.420026
3640.87	0.00337036	2.21524	41.3057	60.6226	-209.993	0.878952	0.395928	-208.718	0.419921
3590.87	0.00336875	2.21525	41.3067	60.6227	-209.993	0.891167	0.401279	-208.701	0.419816
3541.55	0.00336713	2.21526	41.3077	60.6227	-209.993	0.903553	0.406698	-208.683	0.419709
3492.91	0.00336548	2.21528	41.3087	60.6227	-209.993	0.916111	0.412187	-208.664	0.4196
3444.94	0.00336382	2.21529	41.3098	60.6227	-209.993	0.928843	0.417749	-208.646	0.41949
3397.62	0.00336212	2.21531	41.3108	60.6228	-209.992	0.941751	0.423384	-208.627	0.419378
3350.96	0.00336041	2.21532	41.3119	60.6228	-209.992	0.954838	0.429091	-208.608	0.419265
3304.94	0.00335867	2.21533	41.313	60.6228	-209.992	0.968108	0.434872	-208.589	0.41915
3259.55	0.00335691	2.21535	41.3141	60.6228	-209.992	0.981562	0.440728	-208.569	0.419034
3214.78	0.00335512	2.21536	41.3152	60.6229	-209.991	0.9952	0.446662	-208.55	0.418916
3170.63	0.00335331	2.21538	41.3163	60.6229	-209.991	1.00903	0.45267	-208.53	0.418796
3127.08	0.00335147	2.21539	41.3175	60.6229	-209.991	1.02305	0.458759	-208.509	0.418674
3084.13	0.00334961	2.21541	41.3187	60.623	-209.991	1.03726	0.464924	-208.489	0.418551
3041.78	0.00334772	2.21543	41.3198	60.623	-209.99	1.05168	0.471169	-208.468	0.418427
3000	0.00334581	2.21544	41.321	60.623	-209.99	1.06629	0.477496	-208.446	0.4183
2958.8	0.00334387	2.21546	41.3223	60.6231	-209.99	1.0811	0.483903	-208.425	0.418172
2918.16	0.0033419	2.21547	41.3235	60.6231	-209.99	1.09612	0.490393	-208.403	0.418042
2878.08	0.00333991	2.21549	41.3247	60.6231	-209.989	1.11135	0.496968	-208.381	0.41791
2838.55	0.00333789	2.21551	41.326	60.6232	-209.989	1.12679	0.503626	-208.359	0.417777
2799.57	0.00333584	2.21552	41.3273	60.6232	-209.989	1.14244	0.510368	-208.336	0.417641
2761.12	0.00333376	2.21554	41.3286	60.6233	-209.988	1.15831	0.517199	-208.313	0.417504
2723.2	0.00333166	2.21556	41.3299	60.6233	-209.988	1.1744	0.524116	-208.29	0.417364
2685.8	0.00332953	2.21558	41.3313	60.6233	-209.988	1.19071	0.531121	-208.266	0.417223
2648.91	0.00332736	2.21559	41.3327	60.6234	-209.987	1.20725	0.538216	-208.242	0.41708
2612.53	0.00332517	2.21561	41.334	60.6234	-209.987	1.22402	0.545401	-208.218	0.416935
2576.65	0.00332295	2.21563	41.3354	60.6235	-209.987	1.24102	0.552677	-208.193	0.416787
2541.26	0.00332069	2.21565	41.3369	60.6235	-209.986	1.25825	0.560046	-208.168	0.416638
2506.36	0.00331841	2.21567	41.3383	60.6236	-209.986	1.27573	0.567509	-208.143	0.416487
2471.94	0.00331609	2.21569	41.3398	60.6236	-209.986	1.29344	0.575065	-208.117	0.416333
2437.99	0.00331375	2.21571	41.3413	60.6237	-209.985	1.3114	0.582717	-208.091	0.416178
2404.5	0.00331137	2.21573	41.3428	60.6237	-209.985	1.32961	0.590467	-208.065	0.41602
2371.48	0.00330896	2.21575	41.3443	60.6238	-209.984	1.34807	0.598313	-208.038	0.41586
2338.91	0.00330651	2.21577	41.3459	60.6238	-209.984	1.36679	0.606259	-208.011	0.415698
2306.79	0.00330403	2.21579	41.3474	60.6239	-209.983	1.38577	0.614306	-207.983	0.415534
2275.1	0.00330152	2.21581	41.349	60.624	-209.983	1.40501	0.622451	-207.956	0.415367
2243.86	0.00329898	2.21583	41.3506	60.624	-209.983	1.42451	0.630699	-207.927	0.415198
2213.04	0.00329639	2.21585	41.3523	60.6241	-209.982	1.44429	0.639051	-207.899	0.415027
2182.65	0.00329378	2.21588	41.354	60.6242	-209.982	1.46434	0.647506	-207.87	0.414853
2152.67	0.00329112	2.2159	41.3556	60.6242	-209.981	1.48466	0.656067	-207.84	0.414677
2123.1	0.00328844	2.21592	41.3574	60.6243	-209.98	1.50527	0.664735	-207.81	0.414498
2093.94	0.00328571	2.21594	41.3591	60.6244	-209.98	1.52617	0.673509	-207.78	0.414317
2065.19	0.00328295	2.21597	41.3609	60.6244	-209.979	1.54735	0.682394	-207.75	0.414133
2036.82	0.00328015	2.21599	41.3627	60.6245	-209.979	1.56882	0.691387	-207.719	0.413947
2008.85	0.00327731	2.21601	41.3645	60.6246	-209.978	1.59059	0.700492	-207.687	0.413759
1981.26	0.00327444	2.21604	41.3663	60.6247	-209.978	1.61267	0.709708	-207.655	0.413567
1954.05	0.00327152	2.21606	41.3682	60.6247	-209.977	1.63505	0.719039	-207.623	0.413373
1927.21	0.00326856	2.21609	41.3701	60.6248	-209.976	1.65773	0.728484	-207.59	0.413177
1900.74	0.00326557	2.21611	41.372	60.6249	-209.976	1.68074	0.738044	-207.557	0.412977
1874.64	0.00326253	2.21614	41.374	60.625	-209.975	1.70406	0.74772	-207.523	0.412775
1848.89	0.00325945	2.21617	41.3759	60.6251	-209.974	1.7277	0.757516	-207.489	0.41257
1823.5	0.00325633	2.21619	41.3779	60.6252	-209.974	1.75166	0.76743	-207.454	0.412362
1798.45	0.00325317	2.21622	41.38	60.6253	-209.973	1.77596	0.777465	-207.419	0.412151
1773.75	0.00324996	2.21625	41.3821	60.6254	-209.972	1.8006	0.787621	-207.384	0.411938
1749.39	0.00324671	2.21628	41.3842	60.6255	-209.971	1.82557	0.797901	-207.348	0.411721
1725.37	0.00324342	2.2163	41.3863	60.6256	-209.97	1.8509	0.808302	-207.311	0.411502
1701.67	0.00324008	2.21633	41.3884	60.6257	-209.97	1.87657	0.818829	-207.274	0.411279
1678.3	0.0032367	2.21636	41.3906	60.6258	-209.969	1.90259	0.829483	-207.237	0.411053
1655.25	0.00323327	2.21639	41.3929	60.6259	-209.968	1.92898	0.840264	-207.199	0.410824
1632.51	0.00322979	2.21642	41.3951	60.626	-209.967	1.95573	0.851176	-207.16	0.410592
1610.09	0.00322627	2.21645	41.3974	60.6261	-209.966	1.98285	0.862214	-207.121	0.410357
1587.98	0.0032227	2.21648	41.3997	60.6263	-209.965	2.01034	0.873386	-207.081	0.410118
1566.17	0.00321908	2.21651	41.4021	60.6264	-209.964	2.03821	0.884689	-207.041	0.409876
1544.66	0.00321541	2.21654	41.4045	60.6265	-209.963	2.06647	0.896125	-207.001	0.409631
1523.45	0.00321169	2.21658	41.4069	60.6266	-209.962	2.09512	0.907696	-206.959	0.409383
1502.52	0.00320793	2.21661	41.4093	60.6268	-209.961	2.12416	0.919404	-206.918	0.409131
1481.89	0.00320411	2.21664	41.4118	60.6269	-209.96	2.1536	0.931247	-206.875	0.408875
1461.53	0.00320024	2.21668	41.4144	60.6271	-209.959	2.18345	0.943229	-206.832	0.408616
1441.46	0.00319631	2.21671	41.4169	60.6272	-209.958	2.21371	0.955351	-206.789	0.408353
1421.66	0.00319234	2.21675	41.4195	60.6274	-209.957	2.24439	0.967612	-206.745	0.408087
1402.14	0.00318831	2.21678	41.4222	60.6275	-209.955	2.27549	0.980015	-206.7	0.407817
1382.88	0.00318422	2.21682	41.4249	60.6277	-209.954	2.30702	0.992562	-206.655	0.407543
1363.89	0.00318008	2.21685	41.4276	60.6278	-209.953	2.33899	1.00525	-206.609	0.407265
1345.16	0.00317589	2.21689	41.4304	60.628	-209.951	2.37139	1.01809	-206.562	0.406984
1326.68	0.00317163	2.21693	41.4332	60.6282	-209.95	2.40424	1.03107	-206.515	0.406699
1308.46	0.00316732	2.21696	41.436	60.6284	-209.949	2.43755	1.0442	-206.467	0.406409
1290.49	0.00316296	2.217	41.4389	60.6285	-209.947	2.47131	1.05748	-206.419	0.406116
1272.77	0.00315853	2.21704	41.4418	60.6287	-209.946	2.50554	1.0709	-206.369	0.405819
1255.29	0.00315404	2.21708	41.4448	60.6289	-209.944	2.54024	1.08448	-206.32	0.405517
1238.05	0.0031495	2.21712	41.4478	60.6291	-209.943	2.57542	1.09821	-206.269	0.405212
1221.04	0.00314489	2.21716	41.4509	60.6293	-209.941	2.61108	1.11209	-206.218	0.404902
1204.27	0.00314022	2.2172	41.454	60.6295	-209.94	2.64724	1.12613	-206.166	0.404588
1187.73	0.00313549	2.21725	41.4571	60.6298	-209.938	2.68389	1.14032	-206.114	0.404269
1171.42	0.00313069	2.21729	41.4603	60.63	-209.936	2.72104	1.15467	-206.06	0.403946
1155.33	0.00312583	2.21733	41.4636	60.6302	-209.934	2.75871	1.16918	-206.006	0.403619
1139.46	0.00312091	2.21738	41.4669	60.6304	-209.932	2.7969	1.18384	-205.952	0.403287
1123.82	0.00311591	2.21742	41.4702	60.6307	-209.931	2.83561	1.19866	-205.896	0.40295
1108.38	0.00311086	2.21747	41.4736	60.6309	-209.929	2.87485	1.21364	-205.84	0.402609
1093.16	0.00310573	2.21751	41.477	60.6312	-209.927	2.91463	1.22879	-205.783	0.402263
1078.14	0.00310054	2.21756	41.4805	60.6314	-209.925	2.95496	1.24409	-205.726	0.401912
1063.34	0.00309527	2.2176	41.4841	60.6317	-209.922	2.99585	1.25956	-205.667	0.401557
1048.73	0.00308994	2.21765	41.4877	60.632	-209.92	3.03729	1.27519	-205.608	0.401196
1034.33	0.00308453	2.2177	41.4913	60.6323	-209.918	3.07931	1.29099	-205.548	0.400831
1020.12	0.00307905	2.21775	41.495	60.6326	-209.916	3.1219	1.30695	-205.487	0.40046
1006.11	0.0030735	2.2178	41.4988	60.6329	-209.913	3.16508	1.32308	-205.425	0.400085
992.295	0.00306788	2.21785	41.5026	60.6332	-209.911	3.20885	1.33937	-205.363	0.399704
978.667	0.00306218	2.2179	41.5065	60.6335	-209.909	3.25322	1.35583	-205.299	0.399318
965.225	0.0030564	2.21796	41.5104	60.6338	-209.906	3.2982	1.37246	-205.235	0.398926
951.969	0.00305055	2.21801	41.5144	60.6342	-209.903	3.34381	1.38926	-205.17	0.39853
938.894	0.00304462	2.21806	41.5185	60.6345	-209.901	3.39003	1.40623	-205.104	0.398127
925.999	0.00303861	2.21812	41.5226	60.6349	-209.898	3.43689	1.42337	-205.038	0.397719
913.282	0.00303252	2.21818	41.5267	60.6352	-209.895	3.48439	1.44068	-204.97	0.397306
900.739	0.00302635	2.21823	41.531	60.6356	-209.892	3.53254	1.45816	-204.901	0.396887
888.368	0.0030201	2.21829	41.5353	60.636	-209.889	3.58135	1.47581	-204.832	0.396462
876.167	0.00301377	2.21835	41.5396	60.6364	-209.886	3.63084	1.49364	-204.762	0.396031
864.133	0.00300735	2.21841	41.5441	60.6368	-209.883	3.681	1.51163	-204.69	0.395594
852.265	0.00300084	2.21847	41.5486	60.6372	-209.88	3.73185	1.5298	-204.618	0.395151
840.56	0.00299425	2.21853	41.5531	60.6376	-209.876	3.78339	1.54815	-204.545	0.394702
829.016	0.00298758	2.21859	41.5578	60.6381	-209.873	3.83564	1.56666	-204.47	0.394247
817.63	0.00298081	2.21865	41.5625	60.6385	-209.869	3.88861	1.58535	-204.395	0.393786
806.4	0.00297396	2.21872	41.5672	60.639	-209.866	3.9423	1.60421	-204.319	0.393318
795.325	0.00296702	2.21878	41.5721	60.6395	-209.862	3.99673	1.62325	-204.242	0.392844
784.402	0.00295998	2.21885	41.577	60.6399	-209.858	4.0519	1.64246	-204.164	0.392363
773.629	0.00295286	2.21892	41.582	60.6405	-209.854	4.10782	1.66184	-204.084	0.391876
763.004	0.00294564	2.21898	41.5871	60.641	-209.85	4.16451	1.68139	-204.004	0.391382
752.525	0.00293832	2.21905	41.5922	60.6415	-209.846	4.22198	1.70112	-203.923	0.390881
742.189	0.00293091	2.21912	41.5974	60.6421	-209.841	4.28023	1.72102	-203.84	0.390373
731.996	0.0029234	2.21919	41.6027	60.6426	-209.837	4.33928	1.74109	-203.757	0.389858
721.943	0.00291579	2.21927	41.6081	60.6432	-209.832	4.39913	1.76134	-203.672	0.389336
712.027	0.00290809	2.21934	41.6136	60.6438	-209.828	4.4598	1.78175	-203.586	0.388807
702.248	0.00290028	2.21942	41.6191	60.6444	-209.823	4.5213	1.80234	-203.499	0.388271
692.603	0.00289237	2.21949	41.6248	60.645	-209.818	4.58364	1.82309	-203.411	0.387727
683.091	0.00288436	2.21957	41.6305	60.6457	-209.813	4.64683	1.84402	-203.322	0.387176
673.709	0.00287624	2.21965	41.6363	60.6463	-209.808	4.71089	1.86511	-203.232	0.386618
664.457	0.00286802	2.21973	41.6422	60.647	-209.802	4.77581	1.88636	-203.14	0.386051
655.331	0.0028597	2.21981	41.6482	60.6477	-209.797	4.84163	1.90779	-203.048	0.385477
646.33	0.00285126	2.21989	41.6543	60.6484	-209.791	4.90834	1.92937	-202.954	0.384895
637.454	0.00284272	2.21997	41.6604	60.6492	-209.785	4.97595	1.95112	-202.858	0.384306
628.699	0.00283406	2.22006	41.6667	60.6499	-209.78	5.04449	1.97304	-202.762	0.383708
620.064	0.00282529	2.22014	41.6731	60.6507	-209.773	5.11397	1.99511	-202.664	0.383101
611.548	0.00281641	2.22023	41.6795	60.6515	-209.767	5.18439	2.01733	-202.565	0.382487
603.149	0.00280742	2.22032	41.6861	60.6524	-209.761	5.25576	2.03972	-202.465	0.381864
594.865	0.00279831	2.22041	41.6927	60.6532	-209.754	5.32811	2.06226	-202.364	0.381233
586.695	0.00278908	2.2205	41.6995	60.6541	-209.747	5.40145	2.08495	-202.261	0.380593
578.637	0.00277973	2.22059	41.7064	60.655	-209.74	5.47578	2.10779	-202.156	0.379944
570.69	0.00277027	2.22069	41.7134	60.6559	-209.733	5.55112	2.13077	-202.051	0.379286
562.852	0.00276068	2.22078	41.7204	60.6568	-209.725	5.62748	2.15391	-201.944	0.37862
555.122	0.00275097	2.22088	41.7276	60.6578	-209.718	5.70489	2.17718	-201.836	0.377944
547.498	0.00274114	2.22098	41.7349	60.6588	-209.71	5.78334	2.20059	-201.726	0.37726
539.979	0.00273118	2.22108	41.7424	60.6598	-209.702	5.86286	2.22414	-201.615	0.376565
532.562	0.0027211	2.22118	41.7499	60.6609	-209.694	5.94346	2.24782	-201.502	0.375862
525.248	0.00271089	2.22128	41.7575	60.662	-209.685	6.02515	2.27163	-201.388	0.375149
518.034	0.00270054	2.22139	41.7653	60.6631	-209.676	6.10795	2.29556	-201.273	0.374426
510.92	0.00269007	2.2215	41.7732	60.6642	-209.667	6.19187	2.31962	-201.156	0.373693
503.902	0.00267947	2.22161	41.7812	60.6654	-209.658	6.27693	2.34379	-201.037	0.372951
496.982	0.00266873	2.22172	41.7894	60.6666	-209.649	6.36314	2.36808	-200.917	0.372198
490.156	0.00265786	2.22183	41.7976	60.6678	-209.639	6.45052	2.39247	-200.796	0.371436
483.424	0.00264685	2.22194	41.806	60.6691	-209.629	6.53909	2.41697	-200.673	0.370663
476.785	0.0026357	2.22206	41.8146	60.6704	-209.619	6.62885	2.44157	-200.548	0.369879
470.237	0.00262441	2.22218	41.8232	60.6718	-209.608	6.71982	2.46627	-200.422	0.369085
463.778	0.00261299	2.2223	41.832	60.6731	-209.597	6.81203	2.49105	-200.294	0.368281
457.409	0.00260142	2.22242	41.8409	60.6746	-209.586	6.90548	2.51591	-200.165	0.367465
451.127	0.00258971	2.22254	41.85	60.676	-209.575	7.00019	2.54085	-200.034	0.366639
444.931	0.00257785	2.22267	41.8592	60.6775	-209.563	7.09619	2.56587	-199.901	0.365801
438.82	0.00256585	2.22279	41.8686	60.679	-209.551	7.19348	2.59095	-199.766	0.364952
432.793	0.0025537	2.22292	41.8781	60.6806	-209.538	7.29208	2.61608	-199.63	0.364092
426.849	0.0025414	2.22305	41.8878	60.6822	-209.526	7.39201	2.64127	-199.492	0.363221
420.987	0.00252895	2.22319	41.8976	60.6839	-209.512	7.49329	2.6665	-199.353	0.362337
415.205	0.00251634	2.22332	41.9075	60.6856	-209.499	7.59593	2.69177	-199.211	0.361442
409.502	0.00250359	2.22346	41.9177	60.6874	-209.485	7.69996	2.71707	-199.068	0.360535
403.878	0.00249067	2.2236	41.928	60.6892	-209.471	7.80539	2.74239	-198.923	0.359617
398.331	0.00247761	2.22375	41.9384	60.691	-209.456	7.91224	2.76772	-198.776	0.358685
392.861	0.00246438	2.22389	41.949	60.6929	-209.441	8.02052	2.79306	-198.628	0.357742
387.465	0.002451	2.22404	41.9598	60.6949	-209.426	8.13026	2.81839	-198.477	0.356786
382.143	0.00243745	2.22419	41.9707	60.6969	-209.41	8.24148	2.8437	-198.325	0.355818
376.895	0.00242375	2.22434	41.9819	60.699	-209.394	8.35419	2.86899	-198.171	0.354837
371.719	0.00240988	2.22449	41.9932	60.7011	-209.377	8.46841	2.89425	-198.014	0.353843
366.613	0.00239584	2.22465	42.0046	60.7032	-209.36	8.58417	2.91946	-197.856	0.352836
361.578	0.00238164	2.22481	42.0163	60.7055	-209.342	8.70148	2.94461	-197.696	0.351816
356.612	0.00236728	2.22497	42.0281	60.7078	-209.324	8.82036	2.9697	-197.534	0.350782
351.715	0.00235274	2.22514	42.0402	60.7101	-209.306	8.94084	2.99471	-197.37	0.349735
346.884	0.00233804	2.2253	42.0524	60.7125	-209.287	9.06293	3.01963	-197.204	0.348675
342.12	0.00232316	2.22547	42.0648	60.715	-209.267	9.18666	3.04444	-197.036	0.347601
337.421	0.00230811	2.22565	42.0774	60.7176	-209.247	9.31204	3.06914	-196.866	0.346513
332.787	0.00229289	2.22582	42.0902	60.7202	-209.226	9.43911	3.09371	-196.693	0.345411
328.216	0.0022775	2.226	42.1032	60.7229	-209.205	9.56787	3.11813	-196.519	0.344296
323.709	0.00226193	2.22618	42.1165	60.7256	-209.183	9.69835	3.1424	-196.343	0.343166
319.263	0.00224619	2.22637	42.1299	60.7285	-209.161	9.83057	3.1665	-196.164	0.342021
314.878	0.00223026	2.22656	42.1435	60.7314	-209.138	9.96456	3.19041	-195.983	0.340862
310.553	0.00221416	2.22675	42.1574	60.7344	-209.115	10.1003	3.21412	-195.8	0.339689
306.288	0.00219788	2.22694	42.1715	60.7374	-209.09	10.2379	3.23761	-195.615	0.338501
302.082	0.00218142	2.22714	42.1858	60.7406	-209.066	10.3774	3.26086	-195.427	0.337298
297.933	0.00216478	2.22734	42.2003	60.7438	-209.04	10.5186	3.28387	-195.238	0.33608
293.841	0.00214796	2.22754	42.215	60.7471	-209.014	10.6618	3.3066	-195.046	0.334847
289.805	0.00213095	2.22775	42.23	60.7505	-208.987	10.8069	3.32905	-194.851	0.3336
285.825	0.00211377	2.22796	42.2453	60.754	-208.96	10.9539	3.3512	-194.655	0.332336
281.899	0.0020964	2.22817	42.2607	60.7576	-208.931	11.1028	3.37302	-194.456	0.331058
278.028	0.00207884	2.22839	42.2764	60.7612	-208.903	11.2538	3.3945	-194.254	0.329764
274.209	0.0020611	2.22861	42.2924	60.765	-208.873	11.4067	3.41562	-194.05	0.328455
270.443	0.00204318	2.22883	42.3085	60.7688	-208.842	11.5617	3.43636	-193.844	0.32713
266.729	0.00202508	2.22906	42.325	60.7728	-208.811	11.7187	3.45669	-193.636	0.325789
263.066	0.00200679	2.22929	42.3417	60.7769	-208.779	11.8779	3.4766	-193.425	0.324433
259.453	0.00198831	2.22952	42.3586	60.781	-208.746	12.0391	3.49607	-193.211	0.323061
255.889	0.00196965	2.22976	42.3759	60.7853	-208.712	12.2024	3.51507	-192.995	0.321673
252.375	0.00195081	2.23	42.3933	60.7897	-208.678	12.368	3.53358	-192.776	0.320269
248.909	0.00193179	2.23025	42.4111	60.7942	-208.642	12.5357	3.55158	-192.555	0.31885
245.49	0.00191258	2.23049	42.4291	60.7988	-208.606	12.7057	3.56904	-192.331	0.317415
242.119	0.00189319	2.23075	42.4474	60.8035	-208.569	12.8779	3.58594	-192.105	0.315963
238.793	0.00187362	2.23101	42.466	60.8084	-208.53	13.0523	3.60226	-191.876	0.314496
235.514	0.00185387	2.23127	42.4848	60.8133	-208.491	13.2291	3.61797	-191.644	0.313014
232.279	0.00183394	2.23153	42.504	60.8184	-208.451	13.4083	3.63305	-191.41	0.311515
229.089	0.00181383	2.2318	42.5234	60.8236	-208.41	13.5897	3.64747	-191.173	0.31
225.943	0.00179355	2.23207	42.5431	60.829	-208.368	13.7736	3.66122	-190.933	0.30847
222.839	0.00177309	2.23235	42.5631	60.8344	-208.325	13.96	3.67425	-190.691	0.306925
219.779	0.00175246	2.23263	42.5834	60.84	-208.281	14.1487	3.68654	-190.445	0.305364
216.76	0.00173167	2.23292	42.604	60.8458	-208.235	14.34	3.69808	-190.197	0.303787
213.783	0.0017107	2.23321	42.6248	60.8516	-208.189	14.5338	3.70884	-189.946	0.302195
210.847	0.00168957	2.2335	42.646	60.8576	-208.142	14.7302	3.71878	-189.693	0.300589
207.952	0.00166828	2.2338	42.6675	60.8638	-208.093	14.9291	3.72788	-189.436	0.298967
205.095	0.00164684	2.2341	42.6893	60.8701	-208.044	15.1307	3.73611	-189.177	0.297331
202.279	0.00162523	2.23441	42.7113	60.8765	-207.993	15.335	3.74346	-188.914	0.29568
199.501	0.00160348	2.23472	42.7337	60.8831	-207.941	15.5419	3.74989	-188.649	0.294015
196.761	0.00158158	2.23504	42.7564	60.8899	-207.888	15.7516	3.75537	-188.381	0.292336
194.058	0.00155954	2.23536	42.7794	60.8968	-207.833	15.964	3.75989	-188.109	0.290644
191.393	0.00153736	2.23568	42.8027	60.9038	-207.778	16.1793	3.76341	-187.835	0.288939
188.764	0.00151505	2.23601	42.8263	60.911	-207.721	16.3973	3.76591	-187.558	0.28722
186.172	0.00149261	2.23634	42.8502	60.9184	-207.663	16.6183	3.76738	-187.277	0.28549
183.615	0.00147006	2.23668	42.8744	60.9259	-207.604	16.8422	3.76778	-186.994	0.283747
181.093	0.00144739	2.23702	42.8988	60.9336	-207.544	17.069	3.76708	-186.707	0.281993
178.606	0.00142461	2.23736	42.9236	60.9414	-207.482	17.2989	3.76528	-186.418	0.280228
176.153	0.00140173	2.23771	42.9487	60.9494	-207.419	17.5318	3.76234	-186.125	0.278453
173.734	0.00137875	2.23807	42.9741	60.9576	-207.355	17.7677	3.75825	-185.829	0.276668
171.348	0.0013557	2.23842	42.9997	60.9659	-207.289	18.0068	3.75299	-185.529	0.274874
168.994	0.00133256	2.23878	43.0257	60.9744	-207.222	18.2491	3.74654	-185.227	0.273071
166.673	0.00130936	2.23915	43.0519	60.9831	-207.154	18.4945	3.73889	-184.921	0.271261
164.384	0.0012861	2.23952	43.0784	60.9919	-207.085	18.7432	3.73001	-184.612	0.269444
162.126	0.00126279	2.23989	43.1051	61.0009	-207.015	18.9953	3.71991	-184.299	0.26762
159.9	0.00123944	2.24027	43.1321	61.01	-206.943	19.2506	3.70855	-183.984	0.265791
157.704	0.00121606	2.24065	43.1594	61.0193	-206.87	19.5094	3.69595	-183.664	0.263958
155.538	0.00119266	2.24103	43.1869	61.0288	-206.795	19.7716	3.68209	-183.342	0.262122
153.402	0.00116926	2.24142	43.2146	61.0384	-206.72	20.0373	3.66696	-183.016	0.260283
151.295	0.00114586	2.24181	43.2426	61.0482	-206.643	20.3066	3.65056	-182.686	0.258443
149.217	0.00112248	2.2422	43.2708	61.0582	-206.565	20.5794	3.6329	-182.353	0.256602
