Gamma	Asphericity	Radius	Volume	Area	MorseEnergy	NormalityEn	CircularityEn	TotalOPSEnergy	RMSAngleDeficit
147.168	0.00109913	2.2426	43.2992	61.0683	-206.486	20.8559	3.61397	-182.016	0.254762
145.146	0.00107582	2.243	43.3277	61.0785	-206.406	21.1361	3.59378	-181.676	0.252924
143.153	0.00105257	2.2434	43.3565	61.0889	-206.325	21.4201	3.57234	-181.332	0.251089
141.187	0.00102939	2.2438	43.3854	61.0995	-206.243	21.7079	3.54966	-180.985	0.249259
139.248	0.00100629	2.2442	43.4145	61.1101	-206.159	21.9996	3.52574	-180.634	0.247434
137.335	0.000983284	2.24461	43.4437	61.1209	-206.075	22.2951	3.50062	-180.279	0.245616
135.449	0.000960395	2.24502	43.473	61.1319	-205.989	22.5947	3.4743	-179.92	0.243806
133.589	0.000937632	2.24543	43.5024	61.1429	-205.903	22.8984	3.44682	-179.558	0.242006
131.754	0.000915009	2.24584	43.5319	61.1541	-205.816	23.2061	3.41818	-179.192	0.240217
129.945	0.000892543	2.24625	43.5615	61.1654	-205.728	23.5181	3.38844	-178.822	0.23844
128.16	0.000870246	2.24666	43.5911	61.1768	-205.639	23.8343	3.35761	-178.447	0.236676
126.4	0.000848135	2.24708	43.6207	61.1883	-205.55	24.1548	3.32573	-178.069	0.234928
124.664	0.000826223	2.24749	43.6504	61.1998	-205.46	24.4796	3.29284	-177.687	0.233196
122.952	0.000804524	2.2479	43.68	61.2115	-205.369	24.809	3.25898	-177.301	0.231482
121.263	0.000783055	2.24831	43.7097	61.2232	-205.278	25.1428	3.2242	-176.911	0.229786
119.597	0.000761826	2.24873	43.7392	61.235	-205.186	25.4812	3.18853	-176.517	0.228111
117.955	0.000740854	2.24914	43.7687	61.2469	-205.094	25.8243	3.15202	-176.118	0.226458
116.335	0.00072015	2.24954	43.7981	61.2588	-205.002	26.1722	3.11473	-175.715	0.224827
114.737	0.000699728	2.24995	43.8274	61.2707	-204.91	26.5248	3.07671	-175.308	0.223221
113.161	0.000679599	2.25036	43.8566	61.2827	-204.817	26.8824	3.038	-174.896	0.22164
111.607	0.000659776	2.25076	43.8856	61.2947	-204.724	27.2449	2.99867	-174.48	0.220085
110.074	0.000640269	2.25116	43.9144	61.3067	-204.631	27.6124	2.95877	-174.06	0.218557
108.562	0.000621089	2.25156	43.9431	61.3187	-204.538	27.9851	2.91836	-173.635	0.217058
107.071	0.000602246	2.25195	43.9715	61.3307	-204.446	28.3629	2.87749	-173.205	0.215588
105.601	0.000583747	2.25234	43.9997	61.3427	-204.353	28.7461	2.83623	-172.771	0.214148
104.151	0.000565602	2.25273	44.0276	61.3547	-204.261	29.1346	2.79462	-172.332	0.212738
102.72	0.000547817	2.25311	44.0553	61.3666	-204.169	29.5286	2.75273	-171.888	0.211361
101.309	0.0005304	2.25349	44.0827	61.3785	-204.077	29.9281	2.71062	-171.439	0.210015
99.918	0.000513354	2.25386	44.1098	61.3903	-203.986	30.3333	2.66834	-170.985	0.208702
98.5457	0.000496686	2.25423	44.1366	61.402	-203.896	30.7441	2.62594	-170.526	0.207421
97.1923	0.000480398	2.2546	44.163	61.4137	-203.806	31.1608	2.58348	-170.062	0.206174
95.8574	0.000464495	2.25496	44.1891	61.4254	-203.717	31.5833	2.54101	-169.593	0.20496
94.5409	0.000448977	2.25531	44.2148	61.4369	-203.628	32.0118	2.49859	-169.118	0.20378
93.2425	0.000433847	2.25566	44.2402	61.4483	-203.541	32.4464	2.45626	-168.638	0.202634
91.9619	0.000419104	2.25601	44.2652	61.4596	-203.454	32.8871	2.41407	-168.153	0.201521
90.6988	0.000404749	2.25634	44.2898	61.4709	-203.368	33.3341	2.37206	-167.662	0.200442
89.4532	0.000390779	2.25668	44.314	61.482	-203.283	33.7874	2.33028	-167.165	0.199396
88.2246	0.000377194	2.257	44.3378	61.493	-203.199	34.2471	2.28876	-166.663	0.198384
87.0129	0.00036399	2.25732	44.3612	61.5039	-203.115	34.7134	2.24755	-166.154	0.197404
85.8179	0.000351165	2.25764	44.3841	61.5146	-203.033	35.1863	2.20667	-165.64	0.196457
84.6392	0.000338715	2.25795	44.4067	61.5252	-202.952	35.666	2.16617	-165.12	0.195542
83.4768	0.000326635	2.25825	44.4288	61.5357	-202.872	36.1524	2.12608	-164.594	0.194658
82.3303	0.00031492	2.25855	44.4505	61.546	-202.794	36.6458	2.08641	-164.061	0.193806
81.1996	0.000303565	2.25884	44.4718	61.5562	-202.716	37.1461	2.0472	-163.523	0.192984
80.0844	0.000292565	2.25912	44.4926	61.5662	-202.639	37.6536	2.00848	-162.977	0.192192
78.9845	0.000281912	2.2594	44.5131	61.5761	-202.564	38.1683	1.97025	-162.425	0.191429
77.8997	0.000271602	2.25967	44.5331	61.5859	-202.49	38.6903	1.93254	-161.867	0.190695
76.8298	0.000261625	2.25994	44.5526	61.5955	-202.417	39.2198	1.89537	-161.302	0.189988
75.7746	0.000251977	2.2602	44.5718	61.6049	-202.345	39.7568	1.85874	-160.73	0.189309
74.7339	0.000242649	2.26045	44.5905	61.6142	-202.275	40.3014	1.82268	-160.151	0.188656
73.7075	0.000233634	2.2607	44.6088	61.6233	-202.206	40.8537	1.7872	-159.565	0.188029
72.6952	0.000224925	2.26095	44.6268	61.6323	-202.138	41.4139	1.75229	-158.971	0.187427
71.6968	0.000216513	2.26118	44.6443	61.6411	-202.071	41.982	1.71797	-158.371	0.186849
70.7121	0.000208391	2.26141	44.6614	61.6497	-202.005	42.5582	1.68425	-157.763	0.186295
69.7409	0.000200551	2.26164	44.6781	61.6583	-201.941	43.1426	1.65112	-157.147	0.185763
68.7831	0.000192986	2.26186	44.6944	61.6666	-201.878	43.7353	1.61859	-156.524	0.185254
67.8384	0.000185688	2.26207	44.7103	61.6748	-201.816	44.3363	1.58666	-155.893	0.184765
66.9067	0.000178648	2.26228	44.7259	61.6828	-201.755	44.9459	1.55533	-155.253	0.184297
65.9878	0.000171859	2.26249	44.7411	61.6907	-201.695	45.5641	1.52461	-154.606	0.183849
65.0815	0.000165314	2.26269	44.7559	61.6985	-201.637	46.1911	1.49447	-153.951	0.183419
64.1877	0.000159005	2.26288	44.7704	61.7061	-201.579	46.827	1.46493	-153.287	0.183009
63.3061	0.000152924	2.26307	44.7845	61.7135	-201.523	47.4718	1.43598	-152.615	0.182615
62.4367	0.000147065	2.26326	44.7983	61.7208	-201.468	48.1258	1.40761	-151.935	0.182239
61.5791	0.00014142	2.26344	44.8117	61.728	-201.414	48.789	1.37983	-151.245	0.181879
60.7334	0.000135982	2.26361	44.8248	61.735	-201.361	49.4616	1.35261	-150.547	0.181535
59.8993	0.000130744	2.26378	44.8376	61.7419	-201.309	50.1437	1.32596	-149.84	0.181205
59.0766	0.000125699	2.26395	44.8501	61.7486	-201.259	50.8355	1.29987	-149.123	0.18089
58.2652	0.000120841	2.26411	44.8623	61.7552	-201.209	51.5369	1.27433	-148.398	0.18059
57.465	0.000116164	2.26427	44.8742	61.7617	-201.16	52.2483	1.24933	-147.663	0.180302
56.6758	0.00011166	2.26442	44.8857	61.768	-201.113	52.9697	1.22486	-146.918	0.180027
55.8974	0.000107325	2.26457	44.897	61.7742	-201.066	53.7013	1.20093	-146.164	0.179764
55.1297	0.000103151	2.26472	44.908	61.7803	-201.02	54.4432	1.1775	-145.399	0.179514
54.3725	9.91344e-05	2.26486	44.9188	61.7863	-200.975	55.1956	1.15459	-144.625	0.179274
53.6258	9.52679e-05	2.265	44.9293	61.7921	-200.931	55.9585	1.13218	-143.841	0.179045
52.8893	9.15468e-05	2.26513	44.9395	61.7979	-200.888	56.7322	1.11026	-143.046	0.178826
52.1629	8.79656e-05	2.26526	44.9495	61.8035	-200.846	57.5168	1.08881	-142.241	0.178618
51.4465	8.45194e-05	2.26539	44.9592	61.809	-200.805	58.3124	1.06784	-141.425	0.178418
50.7399	8.12033e-05	2.26552	44.9687	61.8144	-200.765	59.1191	1.04734	-140.598	0.178228
50.043	7.80124e-05	2.26564	44.9779	61.8196	-200.725	59.9373	1.02728	-139.761	0.178046
49.3557	7.49421e-05	2.26576	44.9869	61.8248	-200.687	60.7669	1.00767	-138.912	0.177873
48.6779	7.19879e-05	2.26587	44.9957	61.8299	-200.649	61.6082	0.98849	-138.052	0.177707
48.0093	6.91457e-05	2.26598	45.0043	61.8348	-200.612	62.4613	0.969738	-137.181	0.177549
47.3499	6.64112e-05	2.26609	45.0127	61.8397	-200.575	63.3263	0.951402	-136.298	0.177399
46.6996	6.37804e-05	2.2662	45.0209	61.8444	-200.54	64.2035	0.933474	-135.403	0.177255
46.0583	6.12494e-05	2.26631	45.0289	61.8491	-200.505	65.093	0.915943	-134.496	0.177117
45.4257	5.88146e-05	2.26641	45.0366	61.8536	-200.471	65.995	0.898802	-133.577	0.176987
44.8018	5.64723e-05	2.26651	45.0442	61.8581	-200.438	66.9097	0.882042	-132.646	0.176862
44.1865	5.42191e-05	2.2666	45.0517	61.8625	-200.405	67.8371	0.865655	-131.702	0.176742
43.5796	5.20515e-05	2.2667	45.0589	61.8668	-200.373	68.7776	0.849631	-130.746	0.176629
42.9811	4.99665e-05	2.26679	45.066	61.871	-200.341	69.7312	0.833963	-129.776	0.176521
42.3908	4.79609e-05	2.26688	45.0729	61.8751	-200.311	70.6982	0.818642	-128.794	0.176417
41.8086	4.60316e-05	2.26696	45.0796	61.8792	-200.28	71.6787	0.803661	-127.798	0.176319
41.2344	4.41759e-05	2.26705	45.0862	61.8831	-200.251	72.673	0.789012	-126.789	0.176225
40.6681	4.2391e-05	2.26713	45.0926	61.887	-200.222	73.6812	0.774687	-125.766	0.176135
40.1095	4.06741e-05	2.26721	45.0989	61.8908	-200.194	74.7035	0.760679	-124.729	0.17605
39.5586	3.90228e-05	2.26729	45.105	61.8945	-200.166	75.7401	0.74698	-123.679	0.175969
39.0153	3.74346e-05	2.26737	45.111	61.8982	-200.139	76.7913	0.733583	-122.614	0.175891
38.4795	3.5907e-05	2.26744	45.1168	61.9018	-200.112	77.8571	0.720481	-121.534	0.175817
37.951	3.44379e-05	2.26752	45.1225	61.9053	-200.086	78.9378	0.707668	-120.44	0.175747
37.4298	3.30249e-05	2.26759	45.1281	61.9087	-200.06	80.0337	0.695135	-119.332	0.17568
36.9157	3.16661e-05	2.26766	45.1335	61.9121	-200.035	81.1448	0.682879	-118.208	0.175616
36.4087	3.03593e-05	2.26773	45.1389	61.9154	-200.011	82.2715	0.67089	-117.068	0.175556
35.9087	2.91025e-05	2.26779	45.1441	61.9187	-199.987	83.414	0.659163	-115.913	0.175498
35.4155	2.7894e-05	2.26786	45.1491	61.9218	-199.963	84.5724	0.647693	-114.743	0.175443
34.9291	2.67319e-05	2.26792	45.1541	61.925	-199.94	85.7471	0.636473	-113.556	0.17539
34.4494	2.56144e-05	2.26798	45.159	61.928	-199.917	86.9381	0.625497	-112.353	0.175341
33.9762	2.454e-05	2.26804	45.1637	61.931	-199.895	88.1457	0.61476	-111.134	0.175293
33.5096	2.35068e-05	2.2681	45.1684	61.934	-199.873	89.3703	0.604256	-109.898	0.175248
33.0494	2.25135e-05	2.26816	45.1729	61.9368	-199.851	90.6119	0.59398	-108.646	0.175205
32.5955	2.15585e-05	2.26822	45.1773	61.9397	-199.83	91.8709	0.583927	-107.376	0.175165
32.1478	2.06404e-05	2.26827	45.1817	61.9425	-199.81	93.1475	0.57409	-106.088	0.175126
31.7063	1.97578e-05	2.26833	45.1859	61.9452	-199.79	94.4419	0.564467	-104.783	0.175089
31.2708	1.89093e-05	2.26838	45.1901	61.9479	-199.77	95.7544	0.555051	-103.46	0.175054
30.8413	1.80938e-05	2.26843	45.1942	61.9505	-199.75	97.0852	0.545838	-102.119	0.175021
30.4178	1.73099e-05	2.26848	45.1981	61.9531	-199.731	98.4345	0.536822	-100.76	0.17499
30	1.65566e-05	2.26853	45.202	61.9556	-199.713	99.8027	0.528001	-99.382	0.17496
29.588	1.58325e-05	2.26858	45.2058	61.9581	-199.694	101.19	0.519369	-97.985	0.174932
29.1816	1.51367e-05	2.26862	45.2096	61.9605	-199.676	102.597	0.510922	-96.5687	0.174905
28.7808	1.44682e-05	2.26867	45.2132	61.9629	-199.659	104.023	0.502656	-95.133	0.17488
28.3855	1.38258e-05	2.26871	45.2168	61.9652	-199.641	105.469	0.494567	-93.6776	0.174856
27.9957	1.32086e-05	2.26876	45.2203	61.9675	-199.624	106.936	0.486651	-92.2021	0.174833
27.6112	1.26157e-05	2.2688	45.2237	61.9698	-199.608	108.422	0.478904	-90.7064	0.174812
27.232	1.20462e-05	2.26884	45.227	61.972	-199.591	109.93	0.471322	-89.19	0.174791
26.858	1.14992e-05	2.26888	45.2303	61.9742	-199.575	111.459	0.463902	-87.6527	0.174772
26.4891	1.09738e-05	2.26892	45.2335	61.9763	-199.559	113.009	0.456641	-86.0942	0.174754
26.1253	1.04694e-05	2.26896	45.2367	61.9784	-199.544	114.58	0.449534	-84.5143	0.174737
25.7665	9.98502e-06	2.269	45.2398	61.9805	-199.529	116.174	0.442578	-82.9126	0.174721
25.4126	9.51998e-06	2.26904	45.2428	61.9825	-199.514	117.789	0.435771	-81.2887	0.174706
25.0636	9.07359e-06	2.26908	45.2457	61.9845	-199.499	119.428	0.429108	-79.6425	0.174691
24.7194	8.64515e-06	2.26911	45.2486	61.9864	-199.485	121.089	0.422588	-77.9736	0.174678
24.3799	8.23398e-06	2.26915	45.2515	61.9884	-199.471	122.773	0.416206	-76.2816	0.174665
24.045	7.83946e-06	2.26918	45.2543	61.9902	-199.457	124.481	0.409961	-74.5662	0.174654
23.7148	7.46095e-06	2.26921	45.257	61.9921	-199.443	126.212	0.403848	-72.8271	0.174643
23.3891	7.09788e-06	2.26925	45.2597	61.9939	-199.43	127.968	0.397866	-71.0641	0.174632
23.0678	6.74967e-06	2.26928	45.2623	61.9957	-199.417	129.748	0.392011	-69.2766	0.174623
22.751	6.41578e-06	2.26931	45.2648	61.9975	-199.404	131.553	0.386281	-67.4644	0.174614
22.4386	6.09567e-06	2.26934	45.2674	61.9992	-199.391	133.383	0.380674	-65.6272	0.174605
22.1304	5.78882e-06	2.26937	45.2698	62.0009	-199.379	135.239	0.375187	-63.7646	0.174598
21.8265	5.49477e-06	2.2694	45.2722	62.0026	-199.366	137.12	0.369817	-61.8762	0.17459
21.5267	5.21302e-06	2.26943	45.2746	62.0042	-199.354	139.028	0.364562	-59.9617	0.174584
21.231	4.94313e-06	2.26946	45.2769	62.0058	-199.342	140.962	0.35942	-58.0207	0.174578
20.9394	4.68466e-06	2.26949	45.2792	62.0074	-199.331	142.924	0.354389	-56.0528	0.174572
20.6519	4.43719e-06	2.26952	45.2815	62.0089	-199.319	144.912	0.349467	-54.0577	0.174567
20.3682	4.20029e-06	2.26954	45.2837	62.0105	-199.308	146.929	0.34465	-52.0349	0.174562
20.0885	3.9736e-06	2.26957	45.2858	62.012	-199.297	148.973	0.339938	-49.9841	0.174558
19.8126	3.75672e-06	2.2696	45.2879	62.0134	-199.286	151.046	0.335328	-47.905	0.174554
19.5405	3.5493e-06	2.26962	45.29	62.0149	-199.276	153.148	0.330818	-45.797	0.17455
19.2721	3.35099e-06	2.26965	45.292	62.0163	-199.265	155.279	0.326406	-43.6598	0.174547
19.0074	3.16144e-06	2.26967	45.294	62.0177	-199.255	157.44	0.322091	-41.493	0.174544
18.7464	2.98034e-06	2.26969	45.296	62.0191	-199.245	159.631	0.317871	-39.2961	0.174542
18.4889	2.80736e-06	2.26972	45.2979	62.0205	-199.235	161.852	0.313744	-37.0689	0.17454
18.235	2.64221e-06	2.26974	45.2998	62.0218	-199.225	164.105	0.309707	-34.8107	0.174538
17.9845	2.4846e-06	2.26976	45.3017	62.0231	-199.216	166.389	0.305761	-32.5213	0.174537
17.7375	2.33424e-06	2.26979	45.3035	62.0244	-199.206	168.704	0.301902	-30.2001	0.174535
17.4939	2.19086e-06	2.26981	45.3053	62.0257	-199.197	171.052	0.29813	-27.8467	0.174534
17.2537	2.05421e-06	2.26983	45.307	62.0269	-199.188	173.433	0.294442	-25.4606	0.174534
17.0167	1.92403e-06	2.26985	45.3088	62.0282	-199.179	175.847	0.290837	-23.0414	0.174533
16.783	1.80008e-06	2.26987	45.3104	62.0294	-199.17	178.294	0.287315	-20.5887	0.174533
16.5525	1.68213e-06	2.26989	45.3121	62.0306	-199.161	180.776	0.283873	-18.102	0.174533
16.3251	1.56994e-06	2.26991	45.3137	62.0318	-199.153	183.292	0.280509	-15.5806	0.174533
16.1009	1.46332e-06	2.26993	45.3153	62.0329	-199.145	185.843	0.277224	-13.0244	0.174533
15.8798	1.36204e-06	2.26995	45.3169	62.034	-199.136	188.43	0.274014	-10.4327	0.174534
15.6617	1.2659e-06	2.26997	45.3185	62.0352	-199.128	191.052	0.27088	-7.8049	0.174535
15.4466	1.17471e-06	2.26999	45.32	62.0363	-199.12	193.712	0.267819	-5.1407	0.174536
15.2345	1.08829e-06	2.27	45.3215	62.0373	-199.112	196.408	0.264831	-2.43959	0.174537
15.0252	1.00645e-06	2.27002	45.323	62.0384	-199.105	199.142	0.261915	0.299203	0.174538
14.8189	9.29016e-07	2.27004	45.3244	62.0395	-199.097	201.914	0.259068	3.07581	0.174539
14.6153	8.55819e-07	2.27006	45.3258	62.0405	-199.09	204.724	0.256291	5.89117	0.174541
14.4146	7.86701e-07	2.27007	45.3272	62.0415	-199.082	207.574	0.253582	8.74557	0.174542
14.2166	7.21505e-07	2.27009	45.3286	62.0425	-199.075	210.464	0.250939	11.6396	0.174544
14.0214	6.60081e-07	2.27011	45.3299	62.0435	-199.068	213.393	0.248363	14.5738	0.174546
13.8288	6.02278e-07	2.27012	45.3313	62.0445	-199.061	216.364	0.245851	17.5489	0.174548
13.6389	5.47966e-07	2.27014	45.3326	62.0454	-199.054	219.376	0.243404	20.5651	0.17455
13.4516	4.97001e-07	2.27015	45.3338	62.0464	-199.047	222.43	0.241019	23.6234	0.174552
13.2668	4.49256e-07	2.27017	45.3351	62.0473	-199.04	225.526	0.238696	26.7242	0.174554
13.0846	4.04606e-07	2.27018	45.3363	62.0482	-199.034	228.665	0.236434	29.868	0.174557
12.9049	3.62931e-07	2.2702	45.3376	62.0491	-199.027	231.849	0.234233	33.0554	0.174559
12.7277	3.2411e-07	2.27021	45.3388	62.05	-199.021	235.076	0.232091	36.2872	0.174562
12.5529	2.88036e-07	2.27023	45.3399	62.0509	-199.015	238.349	0.230007	39.5639	0.174564
12.3805	2.54593e-07	2.27024	45.3411	62.0517	-199.009	241.667	0.227981	42.8863	0.174567
12.2104	2.23684e-07	2.27026	45.3422	62.0526	-199.003	245.031	0.226012	46.2546	0.174569
12.0427	1.95203e-07	2.27027	45.3434	62.0534	-198.997	248.442	0.224099	49.6699	0.174572
11.8773	1.69053e-07	2.27028	45.3445	62.0542	-198.991	251.901	0.222241	53.1327	0.174575
11.7142	1.45143e-07	2.2703	45.3455	62.0551	-198.985	255.408	0.220438	56.6435	0.174578
11.5533	1.23378e-07	2.27031	45.3466	62.0559	-198.979	258.964	0.218688	60.2033	0.174581
11.3947	1.03675e-07	2.27032	45.3477	62.0566	-198.974	262.569	0.216992	63.8124	0.174583
11.2381	8.59459e-08	2.27033	45.3487	62.0574	-198.968	266.225	0.215349	67.4718	0.174586
11.0838	7.01115e-08	2.27035	45.3497	62.0582	-198.963	269.931	0.213757	71.1821	0.174589
10.9316	5.60938e-08	2.27036	45.3507	62.059	-198.957	273.689	0.212217	74.9438	0.174592
10.7814	4.38153e-08	2.27037	45.3517	62.0597	-198.952	277.499	0.210727	78.7581	0.174595
10.6334	3.3205e-08	2.27038	45.3527	62.0604	-198.947	281.363	0.209287	82.6252	0.174599
10.4873	2.41912e-08	2.27039	45.3537	62.0612	-198.942	285.28	0.207896	86.5461	0.174602
10.3433	1.67064e-08	2.2704	45.3546	62.0619	-198.937	289.252	0.206554	90.5218	0.174605
10.2012	1.06859e-08	2.27042	45.3555	62.0626	-198.932	293.279	0.20526	94.5524	0.174608
10.0611	6.06585e-09	2.27043	45.3565	62.0633	-198.927	297.362	0.204014	98.6394	0.174611
9.92295	2.78598e-09	2.27044	45.3574	62.064	-198.922	301.502	0.202816	102.783	0.174614
9.78667	7.87559e-10	2.27045	45.3583	62.0646	-198.917	305.7	0.201664	106.984	0.174617
9.65225	1.38004e-11	2.27046	45.3591	62.0653	-198.913	309.956	0.200557	111.244	0.174621
9.51969	4.10536e-10	2.27047	45.36	62.066	-198.908	314.272	0.199497	115.563	0.174624
9.38894	1.92517e-09	2.27048	45.3609	62.0666	-198.903	318.647	0.198481	119.942	0.174627
9.25999	4.507e-09	2.27049	45.3617	62.0673	-198.899	323.084	0.197511	124.382	0.17463
9.13282	8.107e-09	2.2705	45.3625	62.0679	-198.894	327.582	0.196585	128.884	0.174633
9.00739	1.26784e-08	2.27051	45.3633	62.0685	-198.89	332.143	0.195702	133.448	0.174637
8.88368	1.81759e-08	2.27052	45.3641	62.0691	-198.886	336.767	0.194863	138.076	0.17464
8.76167	2.45556e-08	2.27053	45.3649	62.0698	-198.882	341.456	0.194067	142.769	0.174643
8.64133	3.17759e-08	2.27054	45.3657	62.0704	-198.877	346.211	0.193313	147.526	0.174646
8.52265	3.97951e-08	2.27055	45.3665	62.0709	-198.873	351.031	0.192601	152.35	0.174649
8.4056	4.85747e-08	2.27056	45.3673	62.0715	-198.869	355.918	0.191932	157.241	0.174653
8.29016	5.80768e-08	2.27057	45.368	62.0721	-198.865	360.874	0.191303	162.2	0.174656
8.1763	6.82654e-08	2.27058	45.3688	62.0727	-198.861	365.898	0.190716	167.228	0.174659
8.064	7.91057e-08	2.27058	45.3695	62.0733	-198.857	370.993	0.19017	172.326	0.174662
7.95325	9.05631e-08	2.27059	45.3702	62.0738	-198.854	376.159	0.189663	177.495	0.174665
7.84402	1.02605e-07	2.2706	45.3709	62.0744	-198.85	381.396	0.189197	182.735	0.174669
7.73629	1.15201e-07	2.27061	45.3716	62.0749	-198.846	386.706	0.188771	188.049	0.174672
7.63004	1.28321e-07	2.27062	45.3723	62.0755	-198.842	392.091	0.188384	193.437	0.174675
7.52525	1.41935e-07	2.27063	45.373	62.076	-198.839	397.55	0.188036	198.899	0.174678
7.42189	1.56016e-07	2.27063	45.3737	62.0765	-198.835	403.086	0.187727	204.438	0.174681
7.31996	1.70536e-07	2.27064	45.3744	62.077	-198.832	408.698	0.187457	210.054	0.174684
7.21943	1.8547e-07	2.27065	45.375	62.0776	-198.828	414.388	0.187225	215.747	0.174687
7.12027	2.00793e-07	2.27066	45.3757	62.0781	-198.825	420.159	0.187031	221.521	0.17469
7.02248	2.1648e-07	2.27067	45.3763	62.0786	-198.821	426.009	0.186874	227.374	0.174693
6.92603	2.32508e-07	2.27067	45.377	62.0791	-198.818	431.941	0.186756	233.309	0.174696
6.83091	2.48857e-07	2.27068	45.3776	62.0796	-198.815	437.955	0.186674	239.327	0.174699
6.73709	2.65502e-07	2.27069	45.3782	62.0801	-198.811	444.053	0.18663	245.428	0.174702
6.64457	2.82425e-07	2.2707	45.3788	62.0805	-198.808	450.236	0.186622	251.614	0.174705
6.55331	2.99605e-07	2.2707	45.3794	62.081	-198.805	456.505	0.186651	257.886	0.174708
6.4633	3.17027e-07	2.27071	45.38	62.0815	-198.802	462.862	0.186716	264.246	0.174711
6.37454	3.34664e-07	2.27072	45.3806	62.082	-198.799	469.306	0.186817	270.694	0.174714
6.28699	3.52505e-07	2.27073	45.3812	62.0824	-198.796	475.841	0.186955	277.232	0.174717
6.20064	3.70533e-07	2.27073	45.3818	62.0829	-198.793	482.467	0.187128	283.861	0.17472
6.11548	3.88728e-07	2.27074	45.3824	62.0834	-198.79	489.184	0.187337	290.582	0.174723
6.03149	4.07077e-07	2.27075	45.383	62.0838	-198.787	495.996	0.187581	297.397	0.174725
5.94865	4.25566e-07	2.27076	45.3835	62.0843	-198.784	502.902	0.187861	304.306	0.174728
5.86695	4.44177e-07	2.27076	45.3841	62.0847	-198.781	509.905	0.188175	311.312	0.174731
5.78637	4.62899e-07	2.27077	45.3846	62.0851	-198.778	517.005	0.188525	318.416	0.174734
5.7069	4.81717e-07	2.27078	45.3852	62.0856	-198.775	524.204	0.188909	325.618	0.174737
5.62852	5.0062e-07	2.27078	45.3857	62.086	-198.773	531.503	0.189328	332.92	0.174739
5.55122	5.19592e-07	2.27079	45.3863	62.0864	-198.77	538.904	0.189782	340.324	0.174742
5.47498	5.38625e-07	2.2708	45.3868	62.0869	-198.767	546.408	0.19027	347.831	0.174745
5.39979	5.57705e-07	2.2708	45.3873	62.0873	-198.764	554.016	0.190792	355.442	0.174747
5.32562	5.76826e-07	2.27081	45.3878	62.0877	-198.762	561.731	0.191348	363.16	0.17475
5.25248	5.95971e-07	2.27082	45.3884	62.0881	-198.759	569.552	0.191939	370.985	0.174753
5.18034	6.15137e-07	2.27082	45.3889	62.0886	-198.757	577.483	0.192562	378.919	0.174755
5.1092	6.34304e-07	2.27083	45.3894	62.089	-198.754	585.523	0.193221	386.963	0.174758
5.03902	6.53478e-07	2.27084	45.3899	62.0894	-198.751	593.677	0.193912	395.12	0.17476
4.96982	6.72635e-07	2.27084	45.3904	62.0898	-198.749	601.943	0.194637	403.389	0.174763
4.90156	6.91777e-07	2.27085	45.3909	62.0902	-198.746	610.325	0.195395	411.774	0.174765
4.83424	7.10891e-07	2.27085	45.3914	62.0906	-198.744	618.824	0.196187	420.276	0.174768
4.76785	7.29968e-07	2.27086	45.3919	62.091	-198.741	627.44	0.197012	428.896	0.17477
4.70237	7.49005e-07	2.27087	45.3924	62.0914	-198.739	636.177	0.19787	437.636	0.174773
4.63778	7.67994e-07	2.27087	45.3929	62.0918	-198.737	645.036	0.198762	446.498	0.174775
4.57409	7.86925e-07	2.27088	45.3933	62.0922	-198.734	654.017	0.199686	455.483	0.174777
4.51127	8.05796e-07	2.27088	45.3938	62.0925	-198.732	663.124	0.200643	464.593	0.17478
4.44931	8.24596e-07	2.27089	45.3943	62.0929	-198.729	672.358	0.201633	473.83	0.174782
4.3882	8.43326e-07	2.2709	45.3948	62.0933	-198.727	681.721	0.202656	483.196	0.174784
4.32793	8.61973e-07	2.2709	45.3952	62.0937	-198.725	691.214	0.203712	492.692	0.174787
4.26849	8.80537e-07	2.27091	45.3957	62.0941	-198.723	700.838	0.2048	502.321	0.174789
4.20987	8.99009e-07	2.27092	45.3962	62.0945	-198.72	710.597	0.20592	512.082	0.174791
4.15205	9.17387e-07	2.27092	45.3966	62.0948	-198.718	720.491	0.207074	521.981	0.174793
4.09502	9.35666e-07	2.27093	45.3971	62.0952	-198.716	730.525	0.20826	532.017	0.174796
4.03878	9.5384e-07	2.27093	45.3976	62.0956	-198.714	740.697	0.209478	542.193	0.174798
3.98331	9.71905e-07	2.27094	45.398	62.096	-198.711	751.011	0.210729	552.51	0.1748
3.92861	9.89857e-07	2.27095	45.3985	62.0963	-198.709	761.467	0.212011	562.97	0.174802
3.87465	1.0077e-06	2.27095	45.3989	62.0967	-198.707	772.071	0.213327	573.578	0.174804
3.82143	1.02542e-06	2.27096	45.3994	62.0971	-198.705	782.823	0.214674	584.333	0.174806
3.76895	1.04301e-06	2.27096	45.3998	62.0975	-198.703	793.723	0.216054	595.236	0.174808
3.71719	1.06048e-06	2.27097	45.4003	62.0978	-198.701	804.774	0.217466	606.291	0.17481
3.66613	1.07782e-06	2.27098	45.4007	62.0982	-198.698	815.982	0.21891	617.503	0.174812
3.61578	1.09503e-06	2.27098	45.4012	62.0986	-198.696	827.344	0.220387	628.868	0.174814
3.56612	1.1121e-06	2.27099	45.4016	62.0989	-198.694	838.865	0.221895	640.393	0.174816
3.51715	1.12904e-06	2.27099	45.402	62.0993	-198.692	850.544	0.223435	652.075	0.174818
